,base,equity,message,realised_pnl,total_commission,unrealised_pnl
2011-07-19,1000000.0,1045204.5431761157,MTM,109812.63242756747,8.0,-64600.0892514518
2011-07-20,1000000.0,1046728.397252769,MTM,109812.63242756747,8.0,-63076.235174798545
2011-07-21,1000000.0,1015977.7060315312,MTM,109812.63242756747,8.0,-93826.9263960363
2011-07-22,1000000.0,1013886.9099207412,MTM,13896.909920741236,10.0,0.0
2011-07-25,1000000.0,992366.9669794802,MTM,13896.909920741236,10.0,-21519.942941260997
2011-07-26,1000000.0,976800.7683297008,MTM,13896.909920741236,10.0,-37086.14159104041
2011-07-27,1000000.0,900105.7127674842,MTM,13896.909920741236,10.0,-113781.19715325703
2011-07-28,1000000.0,888140.7665300734,MTM,13896.909920741236,10.0,-125746.14339066781
2011-07-29,1000000.0,864352.432817337,MTM,13896.909920741236,10.0,-149534.47710340418
2011-08-01,1000000.0,849211.6022706244,MTM,13896.909920741236,10.0,-164675.30765011688
2011-08-02,1000000.0,755958.4046694442,MTM,13896.909920741236,10.0,-257928.50525129706
2011-08-03,1000000.0,773790.2994385734,MTM,-226197.70056142658,12.0,-0.0
2011-08-04,1000000.0,924803.1853118245,MTM,-226197.70056142658,12.0,151012.88587325104
2011-08-05,1000000.0,926531.9051876813,MTM,-226197.70056142658,12.0,152741.6057491079
2011-08-08,1000000.0,1126779.9967522305,MTM,-226197.70056142658,12.0,352989.69731365703
2011-08-09,1000000.0,993807.349287211,MTM,-226197.70056142658,12.0,220017.04984863746
2011-08-10,1000000.0,1123522.5869941679,MTM,-226197.70056142658,12.0,349732.28755559446
2011-08-11,1000000.0,993531.7677747833,MTM,-226197.70056142658,12.0,219741.4683362098
2011-08-12,1000000.0,978072.0723838587,MTM,-226197.70056142658,12.0,204281.77294528522
2011-08-15,1000000.0,913728.29932163,MTM,-226197.70056142658,12.0,139937.99988305653
2011-08-16,1000000.0,943119.0002212734,MTM,-226197.70056142658,12.0,169328.70078269998
2011-08-17,1000000.0,940287.6536230608,MTM,-226197.70056142658,12.0,166497.35418448746
2011-08-18,1000000.0,1073686.0610696804,MTM,-226197.70056142658,12.0,299895.761631107
2011-08-19,1000000.0,1116582.0125076529,MTM,-226197.70056142658,12.0,342791.71306907956
2011-08-22,1000000.0,1115855.5949150634,MTM,-226197.70056142658,12.0,342065.29547649
2011-08-23,1000000.0,1019314.5447696855,MTM,-226197.70056142658,12.0,245524.2453311121
2011-08-24,1000000.0,981104.0628490378,MTM,-226197.70056142658,12.0,207313.7634104643
2011-08-25,1000000.0,1027031.6990683342,MTM,-226197.70056142658,12.0,253241.39962976077
2011-08-26,1000000.0,983108.3642373222,MTM,-226197.70056142658,12.0,209318.06479874882
2011-08-29,1000000.0,899722.0504835949,MTM,-226197.70056142658,12.0,125931.75104502137
2011-08-30,1000000.0,892605.9107342802,MTM,-226197.70056142658,12.0,118815.6112957069
2011-08-31,1000000.0,877647.5193269169,MTM,-226197.70056142658,12.0,103857.21988834355
2011-09-01,1000000.0,913903.5563949693,MTM,-226197.70056142658,12.0,140113.25695639584
2011-09-02,1000000.0,990199.4228768647,MTM,-226197.70056142658,12.0,216409.12343829122
2011-09-06,1000000.0,1012073.310166576,MTM,-226197.70056142658,12.0,238283.0107280025
2011-09-07,1000000.0,928436.1903263377,MTM,-226197.70056142658,12.0,154645.8908877643
2011-09-08,1000000.0,960307.4179936599,MTM,-226197.70056142658,12.0,186517.11855508652
2011-09-09,1000000.0,1039660.0503666513,MTM,-226197.70056142658,12.0,265869.7509280779
2011-09-12,1000000.0,1019514.882952797,MTM,-226197.70056142658,12.0,245724.5835142235
2011-09-13,1000000.0,992955.528651366,MTM,-226197.70056142658,12.0,219165.22921279253
2011-09-14,1000000.0,953341.7598917678,MTM,-226197.70056142658,12.0,179551.46045319442
2011-09-15,1000000.0,902152.4150317293,MTM,-226197.70056142658,12.0,128362.11559315595
2011-09-16,1000000.0,884863.6753258596,MTM,-226197.70056142658,12.0,111073.37588728614
2011-09-19,1000000.0,914730.6016048973,MTM,-226197.70056142658,12.0,140940.30216632382
2011-09-20,1000000.0,919741.8123485888,MTM,-226197.70056142658,12.0,145951.51291001536
2011-09-21,1000000.0,1008264.7398892632,MTM,-226197.70056142658,12.0,234474.44045068967
2011-09-22,1000000.0,1101473.136947262,MTM,-226197.70056142658,12.0,327682.83750868874
2011-09-23,1000000.0,1084259.6405707086,MTM,-226197.70056142658,12.0,310469.3411321352
2011-09-26,1000000.0,1017811.2441867122,MTM,-226197.70056142658,12.0,244020.94474813872
2011-09-27,1000000.0,986666.4341119796,MTM,-226197.70056142658,12.0,212876.13467340605
2011-09-28,1000000.0,1047602.6214525783,MTM,-226197.70056142658,12.0,273812.322014005
2011-09-29,1000000.0,1024200.3549757267,MTM,-226197.70056142658,12.0,250410.05553715333
2011-09-30,1000000.0,1096812.7485397095,MTM,-226197.70056142658,12.0,323022.44910113607
2011-10-03,1000000.0,1177468.345818168,MTM,-226197.70056142658,12.0,403678.04637959454
2011-10-04,1000000.0,1115529.8536886966,MTM,-226197.70056142658,12.0,341739.5542501232
2011-10-05,1000000.0,1065217.102384815,MTM,-226197.70056142658,12.0,291426.8029462415
2011-10-06,1000000.0,1012749.8712234765,MTM,-226197.70056142658,12.0,238959.57178490303
2011-10-07,1000000.0,1036578.2033657832,MTM,-226197.70056142658,12.0,262787.9039272098
2011-10-10,1000000.0,937782.0482512151,MTM,-226197.70056142658,12.0,163991.74881264172
2011-10-11,1000000.0,936153.3446249864,MTM,-226197.70056142658,12.0,162363.04518641296
2011-10-12,1000000.0,906812.8034392821,MTM,-226197.70056142658,12.0,133022.5040007086
2011-10-13,1000000.0,915807.8415336257,MTM,-226197.70056142658,12.0,142017.54209505225
2011-10-14,1000000.0,863390.7725918314,MTM,-226197.70056142658,12.0,89600.4731532579
2011-10-17,1000000.0,922823.6593494569,MTM,-226197.70056142658,12.0,149033.35991088345
2011-10-18,1000000.0,861386.1655196915,MTM,-226197.70056142658,12.0,87595.86608111822
2011-10-19,1000000.0,900223.0487833009,MTM,-226197.70056142658,12.0,126432.74934472745
2011-10-20,1000000.0,886417.138128377,MTM,-226197.70056142658,12.0,112626.8386898037
2011-10-21,1000000.0,829139.0369120636,MTM,-226197.70056142658,12.0,55348.73747349014
2011-10-24,1000000.0,789199.8351155589,MTM,-226197.70056142658,12.0,15409.535676985486
2011-10-25,1000000.0,852190.4835583814,MTM,-226197.70056142658,12.0,78400.18411980802
2011-10-26,1000000.0,819743.016767642,MTM,-226197.70056142658,12.0,45952.71732906855
2011-10-27,1000000.0,713029.3691713138,MTM,-226197.70056142658,12.0,-60760.93026725961
2011-10-28,1000000.0,711776.5664853909,MTM,-226197.70056142658,12.0,-62013.73295318249
2011-10-31,1000000.0,791429.5532911218,MTM,-226197.70056142658,12.0,17639.253852548416
2011-11-01,1000000.0,879175.9035252675,MTM,-226197.70056142658,12.0,105385.60408669409
2011-11-02,1000000.0,830015.9386576805,MTM,-226197.70056142658,12.0,56225.63921910715
2011-11-03,1000000.0,771758.6137622667,MTM,-228227.38623773327,14.0,0.0
2011-11-04,1000000.0,743022.7784571324,MTM,-228227.38623773327,14.0,-28735.835305134264
2011-11-07,1000000.0,771649.6612869549,MTM,-228227.38623773327,14.0,-108.95247531178613
2011-11-08,1000000.0,825347.81884415,MTM,-228227.38623773327,14.0,53589.205081883294
2011-11-09,1000000.0,655473.2874623555,MTM,-228227.38623773327,14.0,-116285.32629991122
2011-11-10,1000000.0,693932.5606480278,MTM,-228227.38623773327,14.0,-77826.05311423895
2011-11-11,1000000.0,781554.692673415,MTM,-228227.38623773327,14.0,9796.078911148285
2011-11-14,1000000.0,737762.0055199472,MTM,-228227.38623773327,14.0,-33996.608242319526
2011-11-15,1000000.0,759640.4128829639,MTM,-228227.38623773327,14.0,-12118.200879302776
2011-11-16,1000000.0,683810.0669564528,MTM,-228227.38623773327,14.0,-87948.54680581394
2011-11-17,1000000.0,608415.095542163,MTM,-228227.38623773327,14.0,-163343.5182201037
2011-11-18,1000000.0,606673.6083780017,MTM,-228227.38623773327,14.0,-165085.00538426495
2011-11-21,1000000.0,524421.205393353,MTM,-228227.38623773327,14.0,-247337.4083689137
2011-11-22,1000000.0,506497.9045893317,MTM,-228227.38623773327,14.0,-265260.70917293493
2011-11-23,1000000.0,411256.5553291789,MTM,-228227.38623773327,14.0,-360502.0584330878
2011-11-25,1000000.0,399936.4588154672,MTM,-228227.38623773327,14.0,-371822.1549467995
2011-11-28,1000000.0,522861.31173511385,MTM,-228227.38623773327,14.0,-248897.30202715288
2011-11-29,1000000.0,532439.4784391556,MTM,-228227.38623773327,14.0,-239319.13532311106
2011-11-30,1000000.0,720273.6329543972,MTM,-228227.38623773327,14.0,-51484.98080786946
2011-12-01,1000000.0,711638.399146934,MTM,-228227.38623773327,14.0,-60120.21461533264
2011-12-02,1000000.0,710550.1914456178,MTM,-228227.38623773327,14.0,-61208.42231664892
2011-12-05,1000000.0,756991.4226041497,MTM,-228227.38623773327,14.0,-14767.191158116993
2011-12-06,1000000.0,762034.7332362201,MTM,-228227.38623773327,14.0,-9723.88052604665
2011-12-07,1000000.0,771250.6091041594,MTM,-228227.38623773327,14.0,-508.0046581073221
2011-12-08,1000000.0,674521.557314386,MTM,-228227.38623773327,14.0,-97237.05644788065
2011-12-09,1000000.0,750133.9910337907,MTM,-228227.38623773327,14.0,-21624.622728475963
2011-12-12,1000000.0,682213.4119515205,MTM,-228227.38623773327,14.0,-89545.20181074619
2011-12-13,1000000.0,643246.126851258,MTM,-228227.38623773327,14.0,-128512.48691100869
2011-12-14,1000000.0,592777.1589878446,MTM,-228227.38623773327,14.0,-178981.45477442205
2011-12-15,1000000.0,607036.3454878543,MTM,-228227.38623773327,14.0,-164722.26827441237
2011-12-16,1000000.0,621222.8945854951,MTM,-228227.38623773327,14.0,-150535.71917677153
2011-12-19,1000000.0,569302.5428936458,MTM,-228227.38623773327,14.0,-202456.07086862094
2011-12-20,1000000.0,699738.1032182549,MTM,-228227.38623773327,14.0,-72020.51054401185
2011-12-21,1000000.0,708518.1655567056,MTM,-228227.38623773327,14.0,-63240.448205561115
2011-12-22,1000000.0,745816.5972669342,MTM,-228227.38623773327,14.0,-25942.016495332497
2011-12-23,1000000.0,786924.418085912,MTM,-228227.38623773327,14.0,15165.804323645334
2011-12-27,1000000.0,787287.5978412733,MTM,-228227.38623773327,14.0,15528.984079006561
2011-12-28,1000000.0,729997.5171086853,MTM,-228227.38623773327,14.0,-41761.09665358136
2011-12-29,1000000.0,778543.4115584983,MTM,-228227.38623773327,14.0,6784.797796231595
2011-12-30,1000000.0,758878.1809448071,MTM,-228227.38623773327,14.0,-12880.43281745954
2012-01-03,1000000.0,829484.0690070761,MTM,-228227.38623773327,14.0,57725.45524480932
2012-01-04,1000000.0,830354.810775036,MTM,-228227.38623773327,14.0,58596.19701276922
2012-01-05,1000000.0,843997.0365133851,MTM,-228227.38623773327,14.0,72238.42275111833
2012-01-06,1000000.0,832205.2504145089,MTM,-228227.38623773327,14.0,60446.63665224226
2012-01-09,1000000.0,842690.477587695,MTM,-228227.38623773327,14.0,70931.86382542837
2012-01-10,1000000.0,883979.8882843535,MTM,-228227.38623773327,14.0,112221.27452208682
2012-01-11,1000000.0,885431.2721127896,MTM,-228227.38623773327,14.0,113672.65835052286
2012-01-12,1000000.0,896388.63514489,MTM,-228227.38623773327,14.0,124630.02138262345
2012-01-13,1000000.0,873131.4813558061,MTM,-228227.38623773327,14.0,101372.86759353947
2012-01-17,1000000.0,889749.1121533962,MTM,-228227.38623773327,14.0,117990.49839112951
2012-01-18,1000000.0,941886.929778602,MTM,-228227.38623773327,14.0,170128.3160163353
2012-01-19,1000000.0,965325.230799858,MTM,-228227.38623773327,14.0,193566.61703759123
2012-01-20,1000000.0,968518.1017924552,MTM,-228227.38623773327,14.0,196759.48803018854
2012-01-23,1000000.0,970767.5936147238,MTM,-228227.38623773327,14.0,199008.97985245712
2012-01-24,1000000.0,965869.5541591498,MTM,-228227.38623773327,14.0,194110.94039688297
2012-01-25,1000000.0,1007267.9209593614,MTM,-228227.38623773327,14.0,235509.30719709466
2012-01-26,1000000.0,979584.4172998676,MTM,-228227.38623773327,14.0,207825.8035376009
2012-01-27,1000000.0,971964.7537913518,MTM,-228227.38623773327,14.0,200206.1400290852
2012-01-30,1000000.0,959919.1866861766,MTM,-228227.38623773327,14.0,188160.57292390976
2012-01-31,1000000.0,957742.3286380353,MTM,-228227.38623773327,14.0,185983.71487576858
2012-02-01,1000000.0,1000119.94703601,MTM,-228227.38623773327,14.0,228361.33327374328
2012-02-02,1000000.0,1005381.1626187039,MTM,-228227.38623773327,14.0,233622.5488564372
2012-02-03,1000000.0,1075623.8709256116,MTM,-228227.38623773327,14.0,303865.2571633448
2012-02-06,1000000.0,1073555.5263355148,MTM,-228227.38623773327,14.0,301796.9125732482
2012-02-07,1000000.0,1083424.6816662992,MTM,-228227.38623773327,14.0,311666.06790403253
2012-02-08,1000000.0,1093982.546241854,MTM,-228227.38623773327,14.0,322223.9324795875
2012-02-09,1000000.0,1101202.7112938242,MTM,-228227.38623773327,14.0,329444.09753155755
2012-02-10,1000000.0,1067424.0116303698,MTM,-228227.38623773327,14.0,295665.39786810306
2012-02-13,1000000.0,1100549.8781047293,MTM,-228227.38623773327,14.0,328791.2643424627
2012-02-14,1000000.0,1095941.9383566391,MTM,-228227.38623773327,14.0,324183.3245943723
2012-02-15,1000000.0,1069564.547349085,MTM,-228227.38623773327,14.0,297805.9335868184
2012-02-16,1000000.0,1123299.0236074645,MTM,-228227.38623773327,14.0,351540.40984519786
2012-02-17,1000000.0,1134872.9011274755,MTM,-228227.38623773327,14.0,363114.2873652089
2012-02-21,1000000.0,1138428.5092299255,MTM,-228227.38623773327,14.0,366669.8954676588
2012-02-22,1000000.0,1121920.2735531558,MTM,-228227.38623773327,14.0,350161.6597908892
2012-02-23,1000000.0,1142963.8115756472,MTM,-228227.38623773327,14.0,371205.1978133804
2012-02-24,1000000.0,1151236.3082732577,MTM,-228227.38623773327,14.0,379477.694510991
2012-02-27,1000000.0,1157948.4686671204,MTM,-228227.38623773327,14.0,386189.85490485374
2012-02-28,1000000.0,1174602.418165895,MTM,-228227.38623773327,14.0,402843.80440362816
2012-02-29,1000000.0,1151018.8459681429,MTM,-228227.38623773327,14.0,379260.23220587603
2012-03-01,1000000.0,1181532.0408648725,MTM,-228227.38623773327,14.0,409773.42710260587
2012-03-02,1000000.0,1165350.223596771,MTM,-228227.38623773327,14.0,393591.60983450443
2012-03-05,1000000.0,1146120.36386706,MTM,-228227.38623773327,14.0,374361.7501047933
2012-03-06,1000000.0,1070036.2369342495,MTM,-228227.38623773327,14.0,298277.62317198276
2012-03-07,1000000.0,1103670.1116949578,MTM,-228227.38623773327,14.0,331911.4979326912
2012-03-08,1000000.0,1151853.2690349182,MTM,-228227.38623773327,14.0,380094.6552726515
2012-03-09,1000000.0,1169849.2072413082,MTM,-228227.38623773327,14.0,398090.5934790416
2012-03-12,1000000.0,1170647.315235141,MTM,-228227.38623773327,14.0,398888.70147287415
2012-03-13,1000000.0,1260845.3538632232,MTM,-228227.38623773327,14.0,489086.74010095664
2012-03-14,1000000.0,1254786.4729322055,MTM,-228227.38623773327,14.0,483027.85916993883
2012-03-15,1000000.0,1284973.2530485087,MTM,-228227.38623773327,14.0,513214.63928624196
2012-03-16,1000000.0,1290669.8395151824,MTM,-228227.38623773327,14.0,518911.22575291584
2012-03-19,1000000.0,1310915.2695438412,MTM,-228227.38623773327,14.0,539156.6557815744
2012-03-20,1000000.0,1295567.8789707567,MTM,-228227.38623773327,14.0,523809.26520848996
2012-03-21,1000000.0,1286025.5846941492,MTM,-228227.38623773327,14.0,514266.9709318825
2012-03-22,1000000.0,1249344.1101173398,MTM,-228227.38623773327,14.0,477585.49635507294
2012-03-23,1000000.0,1265054.2378002766,MTM,-228227.38623773327,14.0,493295.62403801
2012-03-26,1000000.0,1335442.2209119222,MTM,-228227.38623773327,14.0,563683.6071496553
2012-03-27,1000000.0,1320965.5721067975,MTM,-228227.38623773327,14.0,549206.9583445308
2012-03-28,1000000.0,1295640.512744884,MTM,-228227.38623773327,14.0,523881.89898261736
2012-03-29,1000000.0,1287440.6498214009,MTM,-228227.38623773327,14.0,515682.0360591341
2012-03-30,1000000.0,1306271.0147228078,MTM,-228227.38623773327,14.0,534512.4009605411
2012-04-02,1000000.0,1344621.778078677,MTM,-228227.38623773327,14.0,572863.1643164102
2012-04-03,1000000.0,1324085.805697026,MTM,-228227.38623773327,14.0,552327.1919347593
2012-04-04,1000000.0,1271766.3981941396,MTM,-228227.38623773327,14.0,500007.78443187283
2012-04-05,1000000.0,1268573.5272015422,MTM,-228227.38623773327,14.0,496814.9134392755
2012-04-09,1000000.0,1210957.028060286,MTM,-228227.38623773327,14.0,439198.41429801943
2012-04-10,1000000.0,1125294.291777925,MTM,-228227.38623773327,14.0,353535.67801565846
2012-04-11,1000000.0,1162012.0814276778,MTM,-228227.38623773327,14.0,390253.46766541095
2012-04-12,1000000.0,1230440.6687962967,MTM,-228227.38623773327,14.0,458682.05503402994
2012-04-13,1000000.0,1167636.0341202242,MTM,-228227.38623773327,14.0,395877.4203579574
2012-04-16,1000000.0,1165132.3150179063,MTM,-228227.38623773327,14.0,393373.70125563943
2012-04-17,1000000.0,1242087.6263641852,MTM,-228227.38623773327,14.0,470329.0126019185
2012-04-18,1000000.0,1221624.291384903,MTM,-228227.38623773327,14.0,449865.67762263626
2012-04-19,1000000.0,1191800.2483784524,MTM,-228227.38623773327,14.0,420041.63461618574
2012-04-20,1000000.0,1197641.6633761139,MTM,-228227.38623773327,14.0,425883.04961384716
2012-04-23,1000000.0,1155590.0207412986,MTM,-228227.38623773327,14.0,383831.4069790319
2012-04-24,1000000.0,1173840.1862277382,MTM,-228227.38623773327,14.0,402081.5724654714
2012-04-25,1000000.0,1241760.7653100083,MTM,-228227.38623773327,14.0,470002.15154774167
2012-04-26,1000000.0,1275467.2738448442,MTM,-228227.38623773327,14.0,503708.66008257744
2012-04-27,1000000.0,1287730.7495288847,MTM,-228227.38623773327,14.0,515972.1357666179
2012-04-30,1000000.0,1267957.0090853903,MTM,-228227.38623773327,14.0,496198.3953231236
2012-05-01,1000000.0,1296656.0830438316,MTM,-228227.38623773327,14.0,524897.4692815648
2012-05-02,1000000.0,1283921.364048377,MTM,-228227.38623773327,14.0,512162.7502861101
2012-05-03,1000000.0,1244953.6363026057,MTM,-228227.38623773327,14.0,473195.022540339
2012-05-04,1000000.0,1163427.1501831708,MTM,-228227.38623773327,14.0,391668.53642090404
2012-05-07,1000000.0,1165168.6337190906,MTM,-228227.38623773327,14.0,393410.01995682385
2012-05-08,1000000.0,1143907.1907459758,MTM,-228227.38623773327,14.0,372148.5769837091
2012-05-09,1000000.0,1110745.0055704317,MTM,-228227.38623773327,14.0,338986.39180816506
2012-05-10,1000000.0,1123117.4337297839,MTM,-228227.38623773327,14.0,351358.8199675173
2012-05-11,1000000.0,1106427.6118035752,MTM,-228227.38623773327,14.0,334668.99804130854
2012-05-14,1000000.0,1051858.7124784202,MTM,-228227.38623773327,14.0,280100.09871615353
2012-05-15,1000000.0,1023957.74288557,MTM,-228227.38623773327,14.0,252199.1291233034
2012-05-16,1000000.0,1002696.2999124553,MTM,-228227.38623773327,14.0,230937.68615018867
2012-05-17,1000000.0,930348.9246860254,MTM,-228227.38623773327,14.0,158590.31092375857
2012-05-18,1000000.0,895372.6222004341,MTM,-228227.38623773327,14.0,123614.00843816735
2012-05-21,1000000.0,970729.2749135394,MTM,-29254.72508646056,16.0,-0.0
2012-05-22,1000000.0,968639.3126055839,MTM,-29254.72508646056,16.0,-2089.962307955487
2012-05-23,1000000.0,961357.3361714456,MTM,-29254.72508646056,16.0,-9371.9387420939
2012-05-24,1000000.0,955413.9198329562,MTM,-29254.72508646056,16.0,-15315.355080583282
2012-05-25,1000000.0,964753.5726796584,MTM,-29254.72508646056,16.0,-5975.702233881048
2012-05-29,1000000.0,917077.104921155,MTM,-29254.72508646056,16.0,-53652.16999238439
2012-05-30,1000000.0,979448.2757503684,MTM,-29254.72508646056,16.0,8719.000836828933
2012-05-31,1000000.0,989212.0569135667,MTM,-29254.72508646056,16.0,18482.7820000273
2012-06-01,1000000.0,1094654.4441342049,MTM,-29254.72508646056,16.0,123925.16922066537
2012-06-04,1000000.0,1094197.2266118838,MTM,-29254.72508646056,16.0,123467.95169834433
2012-06-05,1000000.0,1070294.019286632,MTM,-29254.72508646056,16.0,99564.7443730927
2012-06-06,1000000.0,973537.5469624873,MTM,-29254.72508646056,16.0,2808.27204894784
2012-06-07,1000000.0,973994.7644848083,MTM,-29254.72508646056,16.0,3265.489571268885
2012-06-08,1000000.0,939151.8470778282,MTM,-29254.72508646056,16.0,-31577.42783571113
2012-06-11,1000000.0,993783.4222953655,MTM,-29254.72508646056,16.0,23054.147381826115
2012-06-12,1000000.0,943984.706333515,MTM,-29254.72508646056,16.0,-26744.568580024377
